OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,DP05_0001E,DP05_0002E,DP05_0003E,DP05_0004E,DP05_0005E,DP05_0006E,DP05_0007E,DP05_0008E,DP05_0009E,DP05_0010E,DP05_0011E,DP05_0012E,DP05_0013E,DP05_0014E,DP05_0015E,DP05_0016E,DP05_0017E,DP05_0018E,DP05_0019E,DP05_0020E,DP05_0021E,DP05_0022E,DP05_0023E,DP05_0024E,DP05_0025E,DP05_0026E,DP05_0027E,DP05_0028E,DP05_0029E,DP05_0030E,DP05_0031E,DP05_0032E,DP05_0033E,DP05_0034E,DP05_0035E,DP05_0036E,DP05_0037E,DP05_0038E,DP05_0039E,DP05_0040E,DP05_0041E,DP05_0042E,DP05_0043E,DP05_0044E,DP05_0045E,DP05_0046E,DP05_0047E,DP05_0048E,DP05_0049E,DP05_0050E,DP05_0051E,DP05_0052E,DP05_0053E,DP05_0054E,DP05_0055E,DP05_0056E,DP05_0057E,DP05_0058E,DP05_0059E,DP05_0060E,DP05_0061E,DP05_0062E,DP05_0063E,DP05_0064E,DP05_0065E,DP05_0066E,DP05_0067E,DP05_0068E,DP05_0069E,DP05_0070E,DP05_0071E,DP05_0072E,DP05_0073E,DP05_0074E,DP05_0075E,DP05_0076E,DP05_0077E,DP05_0078E,DP05_0079E,DP05_0080E,DP05_0081E,DP05_0082E,DP05_0083E,DP05_0084E,DP05_0085E,DP05_0086E,DP05_0087E,DP05_0088E,DP05_0089E,GIS_ID,SHAPEAREA,SHAPELEN
59,11,001,005301,11001005301,53.01,Census Tract 53.01,G5020,S,286403,0,+38.9107789,-077.0389515,5118,2504,2614,95.8,186,78,31,42,295,2358,826,440,190,249,262,113,48,33.3,319,4823,4799,4772,595,423,4799,2337,2462,94.9,423,280,143,195.8,5118,5011,107,5011,4219,122,0,0,0,0,0,585,104,211,0,41,118,0,111,0,0,0,0,0,85,107,24,0,45,0,5118,4304,146,22,630,0,123,5118,486,96,24,8,358,4632,3880,122,0,585,0,0,45,0,45,3717,4135,2083,2052,ACS_Demographic_DC_CensusTract_105,0,0
60,11,001,005201,11001005201,52.01,Census Tract 52.01,G5020,S,339712,0,+38.9102026,-077.0341232,5855,2796,3059,91.4,116,56,58,23,268,2635,1111,726,306,195,307,54,0,33.9,230,5625,5625,5602,433,361,5625,2742,2883,95.1,361,32,329,9.7,5855,5471,384,5471,4146,743,102,0,0,0,0,341,44,0,75,51,86,85,0,0,0,0,0,0,139,384,64,44,101,0,5855,4375,807,146,462,155,314,5855,791,47,153,132,459,5064,3783,743,102,341,0,0,95,0,95,4409,4924,2439,2485,ACS_Demographic_DC_CensusTract_104,0,0
61,11,001,005001,11001005001,50.01,Census Tract 50.01,G5020,S,204439,0,+38.9119217,-077.0295174,2060,1152,908,126.9,57,37,22,12,111,822,433,222,97,46,102,84,15,33.8,116,1944,1944,1932,220,201,1944,1069,875,122.2,201,95,106,89.6,2060,1979,81,1979,1477,322,0,0,0,0,0,118,36,35,0,9,15,23,0,0,0,0,0,0,62,81,5,0,29,0,2060,1558,348,0,168,15,73,2060,255,20,19,64,152,1805,1312,312,0,95,0,31,55,11,44,1046,1753,993,760,ACS_Demographic_DC_CensusTract_170,0,0
62,11,001,003200,11001003200,32,Census Tract 32,G5020,S,445441,0,+38.9322648,-077.0211710,5301,2545,2756,92.3,179,141,233,148,483,1678,869,558,304,132,364,146,66,33.5,657,4670,4644,4600,656,576,4644,2103,2541,82.8,576,201,375,53.6,5301,5208,93,5208,1611,2473,0,0,0,0,0,187,65,12,17,41,16,0,36,0,0,0,0,0,937,93,16,0,21,10,5301,1679,2499,10,223,0,983,5301,1432,100,38,0,1294,3869,1371,2259,0,187,0,0,52,15,37,1879,3935,1771,2164,ACS_Demographic_DC_CensusTract_178,0,0
63,11,001,002900,11001002900,29,Census Tract 29,G5020,S,300632,0,+38.9338478,-077.0299131,4416,2213,2203,100.5,257,237,164,47,286,1720,663,546,183,103,165,19,26,31,700,3744,3716,3670,265,210,3716,1917,1799,106.6,210,123,87,141.4,4416,4105,311,4105,2310,901,11,0,0,0,0,196,63,68,16,0,9,0,40,0,0,0,0,0,687,311,89,0,70,9,4416,2584,1112,122,283,0,728,4416,1103,68,18,0,1017,3313,2079,867,0,196,0,2,169,0,169,1687,3108,1545,1563,ACS_Demographic_DC_CensusTract_176,0,0
64,11,001,003100,11001003100,31,Census Tract 31,G5020,S,296909,0,+38.9306187,-077.0254232,3605,1839,1766,104.1,99,164,181,125,182,1310,572,366,210,100,169,50,77,33.3,521,3161,3084,2999,343,296,3084,1558,1526,102.1,296,141,155,91,3605,3486,119,3486,1374,1090,35,0,0,0,0,256,32,29,13,12,20,150,0,0,0,0,0,0,731,119,58,0,27,5,3605,1488,1162,40,292,0,751,3605,1023,200,34,14,775,2582,1106,1056,35,256,0,10,119,20,99,1424,2600,1330,1270,ACS_Demographic_DC_CensusTract_177,0,0
65,11,001,011100,11001011100,111,Census Tract 111,G5020,S,5718693,366232,+38.9158612,-076.9681631,5700,2786,2914,95.6,274,212,271,173,211,1087,711,795,330,484,601,292,259,43.3,837,4882,4863,4699,1543,1152,4863,2289,2574,88.9,1152,481,671,71.7,5700,5271,429,5271,953,4147,9,0,0,0,0,154,24,120,0,0,10,0,0,0,0,0,0,0,8,429,102,0,0,74,5700,1308,4524,232,352,88,24,5700,677,488,20,0,169,5023,607,4053,9,154,0,8,192,16,176,1870,4613,2138,2475,ACS_Demographic_DC_CensusTract_147,0,0
66,11,001,009301,11001009301,93.01,Census Tract 93.01,G5020,S,1105639,0,+38.9307537,-076.9864640,3512,1647,1865,88.3,249,81,138,110,239,446,597,428,306,258,305,260,95,42.7,531,3020,2981,2886,831,660,2981,1397,1584,88.2,660,213,447,47.7,3512,3360,152,3360,1503,1648,0,0,0,0,0,179,24,20,26,11,29,53,16,0,0,0,0,0,30,152,36,8,25,32,3512,1591,1767,59,236,0,30,3512,180,0,0,0,180,3332,1432,1558,0,179,0,11,152,0,152,1279,2945,1372,1573,ACS_Demographic_DC_CensusTract_158,0,0
67,11,001,000501,11001000501,5.01,Census Tract 5.01,G5020,S,940584,30822,+38.9264548,-077.0514340,3434,1730,1704,101.5,25,176,135,93,120,1159,506,339,194,191,276,183,37,35.3,417,3054,3017,2989,618,496,3017,1403,1614,86.9,496,183,313,58.5,3434,3367,67,3367,2654,258,0,0,0,0,0,260,171,55,0,0,0,0,34,0,0,0,0,0,195,67,0,2,47,0,3434,2703,258,2,325,0,213,3434,466,16,178,0,272,2968,2401,258,0,260,0,0,49,0,49,2217,2801,1258,1543,ACS_Demographic_DC_CensusTract_88,0,0
68,11,001,009201,11001009201,92.01,Census Tract 92.01,G5020,S,633233,0,+38.9287406,-076.9989941,3213,1375,1838,74.8,274,111,61,199,673,667,503,211,174,138,138,51,13,29.6,471,2767,2742,2429,264,202,2742,1096,1646,66.6,202,98,104,94.2,3213,3035,178,3035,1740,1078,4,0,0,0,0,127,38,25,18,24,6,16,0,0,0,0,0,0,86,178,41,57,41,10,3213,1908,1145,79,173,0,102,3213,361,66,38,17,240,2852,1597,976,0,127,0,0,152,0,152,1340,2520,975,1545,ACS_Demographic_DC_CensusTract_156,0,0
69,11,001,000701,11001000701,7.01,Census Tract 7.01,G5020,S,548933,0,+38.9295498,-077.0766614,5786,2762,3024,91.3,265,130,115,72,489,1216,601,691,265,366,934,503,139,47.1,547,5276,5239,5126,1801,1576,5239,2477,2762,89.7,1576,715,861,83,5786,5577,209,5577,4205,584,50,0,0,0,0,668,473,54,93,0,0,0,48,0,0,0,0,0,70,209,8,0,117,0,5786,4397,644,85,823,0,102,5786,367,150,0,19,198,5419,3940,584,50,668,0,0,177,0,177,3529,4554,2194,2360,ACS_Demographic_DC_CensusTract_73,0,0
70,11,001,002802,11001002802,28.02,Census Tract 28.02,G5020,S,229696,0,+38.9294344,-077.0346327,5056,2445,2611,93.6,192,463,99,177,260,1893,868,249,259,159,250,129,58,31.4,917,4247,4139,4008,550,437,4139,2055,2084,98.6,437,161,276,58.3,5056,4816,240,4816,1987,1200,4,0,0,0,0,287,113,23,36,17,11,38,49,0,0,0,0,0,1338,240,93,0,113,0,5056,2193,1293,4,434,21,1351,5056,1851,68,75,19,1689,3205,1428,1193,0,287,0,57,240,13,227,2269,2897,1239,1658,ACS_Demographic_DC_CensusTract_49,0,0
71,11,001,002702,11001002702,27.02,Census Tract 27.02,G5020,S,486439,7801,+38.9301680,-077.0421774,6049,3034,3015,100.6,466,168,86,242,223,1777,1205,807,426,316,268,65,0,35.4,883,5267,5166,5053,556,333,5166,2540,2626,96.7,333,126,207,60.9,6049,5485,564,5485,3702,814,0,0,0,0,0,319,95,33,5,0,35,125,26,0,0,0,0,0,650,564,117,24,27,69,6049,4169,1050,128,368,0,955,6049,1332,84,0,25,1223,4717,3185,789,0,319,0,209,215,0,215,2565,4469,2226,2243,ACS_Demographic_DC_CensusTract_77,0,0
72,11,001,008804,11001008804,88.04,Census Tract 88.04,G5020,S,778052,0,+38.9102408,-076.9812669,2648,1166,1482,78.7,40,63,132,254,267,577,587,229,147,94,152,100,6,34.9,366,2413,2282,2110,303,258,2282,1058,1224,86.4,258,72,186,38.7,2648,2552,96,2552,499,1944,43,0,0,0,0,33,0,17,0,0,0,0,16,0,0,0,0,0,33,96,14,0,0,36,2648,532,2013,106,33,27,52,2648,246,55,11,0,180,2402,312,1937,43,33,0,0,77,0,77,1439,2024,945,1079,ACS_Demographic_DC_CensusTract_141,0,0
73,11,001,000502,11001000502,5.02,Census Tract 5.02,G5020,S,581507,0,+38.9283547,-077.0595624,3396,1470,1926,76.3,184,128,95,89,139,811,475,386,233,238,418,146,54,39.3,466,2948,2930,2893,767,618,2930,1261,1669,75.6,618,278,340,81.8,3396,3296,100,3296,2966,121,39,0,0,0,0,106,43,32,0,10,21,0,0,9,0,0,0,9,55,100,19,0,74,0,3396,3059,147,39,180,9,62,3396,584,105,40,9,430,2812,2528,76,0,106,9,0,93,0,93,1776,2738,1199,1539,ACS_Demographic_DC_CensusTract_64,0,0
74,11,001,000400,11001000400,4,Census Tract 4,G5020,S,1542759,69,+38.9227989,-077.0649214,1413,630,783,80.5,90,69,56,37,47,315,111,148,80,66,238,112,44,43.1,244,1175,1169,1159,447,394,1169,505,664,76.1,394,137,257,53.3,1413,1375,38,1375,1225,31,0,0,0,0,0,101,11,15,48,12,6,0,9,0,0,0,0,0,18,38,7,0,31,0,1413,1263,38,0,132,0,18,1413,210,26,5,38,141,1203,1033,31,0,101,0,0,38,0,38,712,1054,480,574,ACS_Demographic_DC_CensusTract_63,0,0
75,11,001,009000,11001009000,90,Census Tract 90,G5020,S,1427114,31550,+38.9226934,-076.9545101,3798,1496,2302,65,356,249,121,100,85,219,779,320,93,345,607,470,54,44.8,826,3072,2972,2958,1331,1131,2972,944,2028,46.5,1131,276,855,32.3,3798,3798,0,3798,563,3080,0,0,0,0,0,47,47,0,0,0,0,0,0,74,74,0,0,0,34,0,0,0,0,0,3798,563,3080,0,47,74,34,3798,311,20,67,13,211,3487,319,3013,0,47,74,34,0,0,0,2227,2905,877,2028,ACS_Demographic_DC_CensusTract_148,0,0
76,11,001,003400,11001003400,34,Census Tract 34,G5020,S,917526,159593,+38.9221781,-077.0175890,5007,2007,3000,66.9,136,65,156,1785,668,885,619,287,51,117,131,107,0,21.7,465,4619,4542,2558,335,238,4542,1761,2781,63.3,238,76,162,46.9,5007,4856,151,4856,1698,2925,0,0,0,0,0,162,37,82,6,0,8,16,13,7,7,0,0,0,64,151,38,15,90,8,5007,1841,2971,23,252,7,64,5007,201,6,35,0,160,4806,1565,2900,0,162,7,21,151,0,151,1381,4370,1707,2663,ACS_Demographic_DC_CensusTract_179,0,0
77,11,001,003900,11001003900,39,Census Tract 39,G5020,S,379810,10579,+38.9249705,-077.0439028,4588,2231,2357,94.7,209,52,54,0,87,1599,1078,830,124,154,316,70,15,37.3,315,4273,4273,4273,463,401,4273,2086,2187,95.4,401,203,198,102.5,4588,4414,174,4414,3510,540,0,0,0,0,0,304,50,101,16,0,115,0,22,0,0,0,0,0,60,174,57,0,117,0,4588,3684,597,0,421,0,60,4588,510,149,69,0,292,4078,3116,471,0,304,0,13,174,0,174,2946,3684,1887,1797,ACS_Demographic_DC_CensusTract_108,0,0
78,11,001,009302,11001009302,93.02,Census Tract 93.02,G5020,S,391905,0,+38.9251636,-076.9907773,1565,747,818,91.3,58,46,130,0,162,296,290,216,95,56,105,63,48,39.5,234,1331,1331,1237,245,216,1331,645,686,94,216,36,180,20,1565,1548,17,1548,635,865,0,0,0,0,0,6,0,4,0,0,0,0,2,11,0,11,0,0,31,17,8,0,0,9,1565,643,882,9,6,11,31,1565,254,5,29,6,214,1311,454,834,0,6,0,0,17,0,17,638,1174,541,633,ACS_Demographic_DC_CensusTract_159,0,0
79,11,001,003000,11001003000,30,Census Tract 30,G5020,S,210638,0,+38.9288689,-077.0299525,3732,1726,2006,86,256,150,121,257,241,1239,647,362,56,69,144,129,61,30.8,724,3161,3008,2948,387,334,3008,1295,1713,75.6,334,115,219,52.5,3732,3666,66,3666,1674,1635,1,0,0,0,0,162,61,22,13,0,33,0,33,0,0,0,0,0,194,66,0,0,18,0,3732,1711,1662,1,194,0,230,3732,508,11,33,0,464,3224,1431,1599,0,162,0,0,32,2,30,1621,2739,1150,1589,ACS_Demographic_DC_CensusTract_83,0,0
80,11,001,009102,11001009102,91.02,Census Tract 91.02,G5020,S,1816287,0,+38.9187926,-076.9888946,4821,2176,2645,82.3,363,176,252,361,433,984,568,501,371,309,351,68,84,32.8,1034,3982,3787,3520,691,503,3787,1629,2158,75.5,503,148,355,41.7,4821,4714,107,4714,690,3841,20,0,0,0,0,104,41,8,0,0,0,9,46,0,0,0,0,0,59,107,7,0,30,12,4821,744,3888,32,176,14,75,4821,346,83,0,0,263,4475,420,3841,20,104,0,0,90,0,90,2206,3568,1511,2057,ACS_Demographic_DC_CensusTract_149,0,0
81,11,001,003500,11001003500,35,Census Tract 35,G5020,S,382021,0,+38.9223765,-077.0243410,5053,2258,2795,80.8,226,154,50,247,2009,1223,401,250,113,129,140,63,48,23.8,477,4597,4576,3667,326,251,4576,1965,2611,75.3,251,109,142,76.8,5053,4949,104,4949,1297,3106,31,0,0,0,0,162,49,33,9,0,30,5,36,0,0,0,0,0,353,104,33,9,47,6,5053,1386,3154,46,209,0,362,5053,427,291,39,0,97,4626,1251,3052,20,162,0,37,104,9,95,1400,4198,1770,2428,ACS_Demographic_DC_CensusTract_132,0,0
82,11,001,009203,11001009203,92.03,Census Tract 92.03,G5020,S,581087,0,+38.9219735,-077.0054956,3031,1218,1813,67.2,100,159,122,46,271,669,558,424,155,207,176,89,55,36.6,427,2632,2604,2573,434,320,2604,1092,1512,72.2,320,72,248,29,3031,2873,158,2873,669,2063,35,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,97,158,43,19,14,35,3031,763,2188,107,23,0,126,3031,292,84,47,42,119,2739,534,2019,19,9,0,7,151,29,122,1343,2542,1059,1483,ACS_Demographic_DC_CensusTract_157,0,0
83,11,001,003600,11001003600,36,Census Tract 36,G5020,S,305616,0,+38.9236744,-077.0296273,4765,2501,2264,110.5,198,111,116,24,377,1796,900,443,266,187,233,114,0,32.5,430,4340,4335,4314,424,347,4335,2219,2116,104.9,347,63,284,22.2,4765,4571,194,4571,2573,1353,0,0,0,0,0,429,198,83,5,0,27,0,116,0,0,0,0,0,216,194,28,0,57,0,4765,2713,1435,10,550,0,271,4765,708,226,72,38,372,4057,2163,1326,0,429,0,0,139,0,139,2260,3752,1798,1954,ACS_Demographic_DC_CensusTract_54,0,0
84,11,001,003301,11001003301,33.01,Census Tract 33.01,G5020,S,442120,0,+38.9204778,-077.0114293,4138,1922,2216,86.7,146,141,102,7,224,1574,624,684,136,122,221,66,91,33.9,389,3749,3749,3737,445,378,3749,1827,1922,95.1,378,111,267,41.6,4138,3989,149,3989,2191,1535,0,0,0,0,0,208,99,21,48,0,14,9,17,0,0,0,0,0,55,149,43,0,21,42,4138,2298,1637,71,258,0,69,4138,284,55,43,0,186,3854,1997,1500,0,208,0,14,135,0,135,1690,3420,1673,1747,ACS_Demographic_DC_CensusTract_121,0,0
85,11,001,003700,11001003700,37,Census Tract 37,G5020,S,292372,0,+38.9228614,-077.0343330,5005,2512,2493,100.8,259,213,203,246,125,1748,861,561,324,98,251,102,14,32.7,777,4330,4228,4084,423,367,4228,2162,2066,104.6,367,169,198,85.4,5005,4881,124,4881,2186,1794,0,0,0,0,0,293,147,0,19,15,112,0,0,0,0,0,0,0,608,124,44,33,0,0,5005,2263,1885,33,340,0,608,5005,1109,13,140,15,941,3896,1939,1568,0,293,0,0,96,0,96,2970,3789,1999,1790,ACS_Demographic_DC_CensusTract_50,0,0
86,11,001,003800,11001003800,38,Census Tract 38,G5020,S,356114,0,+38.9216348,-077.0391794,5174,2765,2409,114.8,317,320,66,40,198,1992,1054,476,293,202,177,39,0,33.8,703,4471,4471,4399,328,216,4471,2407,2064,116.6,216,121,95,127.4,5174,4870,304,4870,3262,1051,22,22,0,0,0,361,207,43,30,0,65,0,16,0,0,0,0,0,174,304,30,0,212,0,5174,3504,1081,22,635,62,174,5174,846,61,14,27,744,4328,2628,1051,22,361,0,33,233,0,233,2898,3867,2098,1769,ACS_Demographic_DC_CensusTract_51,0,0
87,11,001,000702,11001000702,7.02,Census Tract 7.02,G5020,S,293836,0,+38.9241127,-077.0778193,2972,1126,1846,61,62,42,0,138,145,1139,502,511,43,79,112,153,46,34.7,119,2868,2853,2727,352,311,2853,1111,1742,63.8,311,46,265,17.4,2972,2835,137,2835,2244,241,23,0,0,0,0,248,119,71,14,0,0,12,32,0,0,0,0,0,79,137,26,15,54,0,2972,2381,286,57,302,0,102,2972,386,82,16,30,258,2586,1936,241,0,248,0,66,95,0,95,2305,2350,949,1401,ACS_Demographic_DC_CensusTract_74,0,0
88,11,001,009204,11001009204,92.04,Census Tract 92.04,G5020,S,308465,0,+38.9234161,-076.9987071,2895,1298,1597,81.3,210,175,397,115,134,619,286,239,139,86,294,166,35,30.6,834,2113,2061,1933,557,495,2061,869,1192,72.9,495,264,231,114.3,2895,2846,49,2846,327,2269,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,49,0,0,0,0,2895,327,2318,11,31,0,257,2895,285,0,33,0,252,2610,293,2257,11,0,0,0,49,18,31,1459,1973,811,1162,ACS_Demographic_DC_CensusTract_81,0,0
89,11,001,004001,11001004001,40.01,Census Tract 40.01,G5020,S,271040,2414,+38.9208738,-077.0462674,4628,2553,2075,123,195,236,101,62,67,1777,937,317,227,253,273,121,62,34,594,4034,4034,4034,674,456,4034,2119,1915,110.7,456,258,198,130.3,4628,4496,132,4496,3692,294,0,0,0,0,0,138,50,13,18,0,34,11,12,32,0,32,0,0,340,132,0,25,44,0,4628,3810,325,42,196,32,372,4628,608,45,0,0,563,4020,3456,294,0,138,32,0,100,0,100,2339,3702,1971,1731,ACS_Demographic_DC_CensusTract_52,0,0
90,11,001,004002,11001004002,40.02,Census Tract 40.02,G5020,S,194755,0,+38.9181186,-077.0437209,3302,1596,1706,93.6,65,50,86,66,110,1330,595,423,172,91,196,87,31,34.5,261,3067,3041,3035,387,314,3041,1479,1562,94.7,314,171,143,119.6,3302,3258,44,3258,2829,148,0,0,0,0,0,281,182,9,19,24,0,20,27,0,0,0,0,0,0,44,0,13,31,0,3302,2873,148,13,312,0,0,3302,179,61,50,0,68,3123,2663,148,0,281,0,0,31,0,31,2033,2686,1346,1340,ACS_Demographic_DC_CensusTract_53,0,0
91,11,001,008302,11001008302,83.02,Census Tract 83.02,G5020,S,260891,0,+38.8963061,-076.9966527,2946,1598,1348,118.5,217,143,142,78,123,866,543,301,108,164,106,80,75,34,570,2392,2376,2366,349,261,2376,1255,1121,112,261,141,120,117.5,2946,2813,133,2813,2100,401,2,0,0,0,0,144,69,43,8,0,4,13,7,0,0,0,0,0,166,133,46,0,64,0,2946,2210,447,2,231,0,189,2946,278,75,0,0,203,2668,2001,401,2,144,0,10,110,0,110,1178,2319,1226,1093,ACS_Demographic_DC_CensusTract_129,0,0
92,11,001,007901,11001007901,79.01,Census Tract 79.01,G5020,S,402041,0,+38.8965543,-076.9804319,4692,2135,2557,83.5,439,386,339,196,186,1061,554,554,409,220,260,44,44,32.9,1287,3466,3405,3296,456,348,3405,1569,1836,85.5,348,166,182,91.2,4692,4572,120,4572,1073,3352,0,0,0,0,0,34,0,0,0,0,8,0,26,0,0,0,0,0,113,120,27,0,53,0,4692,1166,3406,27,87,0,153,4692,268,57,36,11,164,4424,977,3236,0,34,0,84,93,0,93,1878,3331,1517,1814,ACS_Demographic_DC_CensusTract_117,0,0
93,11,001,008001,11001008001,80.01,Census Tract 80.01,G5020,S,322795,0,+38.8961726,-076.9866524,3144,1483,1661,89.3,390,149,132,29,85,827,644,402,154,49,103,140,40,34.7,671,2473,2473,2439,311,283,2473,1090,1383,78.8,283,61,222,27.5,3144,3006,138,3006,2073,831,0,0,0,0,0,69,24,29,8,0,0,0,8,0,0,0,0,0,33,138,42,32,46,9,3144,2202,882,41,115,0,42,3144,142,67,13,16,46,3002,1955,828,0,69,0,12,138,9,129,1424,2384,1046,1338,ACS_Demographic_DC_CensusTract_27,0,0
94,11,001,006804,11001006804,68.04,Census Tract 68.04,G5020,S,1542277,477741,+38.8863842,-076.9704836,2800,2435,365,667.1,13,16,37,90,450,843,647,311,171,94,115,9,4,33.8,66,2734,2734,2583,186,128,2734,2384,350,681.1,128,53,75,70.7,2800,2748,52,2748,370,2260,36,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,75,52,22,0,0,21,2800,392,2312,57,16,0,75,2800,218,45,18,6,149,2582,246,2250,27,7,0,0,52,0,52,36,2625,2328,297,ACS_Demographic_DC_CensusTract_111,0,0
95,11,001,008100,11001008100,81,Census Tract 81,G5020,S,290283,0,+38.8931710,-076.9925272,3374,1644,1730,95,383,142,73,56,103,960,676,449,103,103,169,90,67,34.7,628,2762,2746,2718,377,326,2746,1359,1387,98,326,151,175,86.3,3374,3293,81,3293,2751,310,5,0,0,0,0,126,66,34,0,10,16,0,0,0,0,0,0,0,101,81,0,0,74,0,3374,2832,310,5,200,7,101,3374,283,75,22,53,133,3091,2545,310,5,126,0,24,81,0,81,1534,2664,1335,1329,ACS_Demographic_DC_CensusTract_127,0,0
96,11,001,009604,11001009604,96.04,Census Tract 96.04,G5020,S,503381,65762,+38.8931572,-076.9585043,2377,817,1560,52.4,185,166,68,28,192,356,269,299,148,193,306,115,52,43.2,443,1951,1934,1919,598,473,1934,638,1296,49.2,473,119,354,33.6,2377,2357,20,2357,94,2229,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,9,0,0,7,2377,103,2249,24,4,0,17,2377,101,16,0,4,81,2276,78,2165,4,0,0,9,20,0,20,1021,1860,614,1246,ACS_Demographic_DC_CensusTract_60,0,0
97,11,001,007808,11001007808,78.08,Census Tract 78.08,G5020,S,936852,7722,+38.8922212,-076.9192026,4159,1756,2403,73.1,236,354,383,469,255,520,410,430,421,143,238,221,79,30.8,1147,3154,3012,2717,648,538,3012,1261,1751,72,538,196,342,57.3,4159,4116,43,4116,11,4050,32,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,21,43,0,0,0,0,4159,52,4093,73,4,0,21,4159,55,0,19,0,36,4104,11,4020,32,0,0,0,41,0,41,1706,2956,1261,1695,ACS_Demographic_DC_CensusTract_155,0,0
98,11,001,009603,11001009603,96.03,Census Tract 96.03,G5020,S,607400,0,+38.8918285,-076.9477195,3969,1751,2218,78.9,362,220,157,195,349,589,429,600,418,151,227,145,127,38.4,901,3208,3068,2954,599,499,3068,1292,1776,72.7,499,207,292,70.9,3969,3936,33,3936,10,3847,0,0,0,0,0,34,0,0,0,0,0,0,34,0,0,0,0,0,45,33,0,0,0,20,3969,10,3880,20,34,13,45,3969,68,0,0,0,68,3901,10,3840,0,18,0,0,33,0,33,1845,2913,1206,1707,ACS_Demographic_DC_CensusTract_87,0,0
99,11,001,008200,11001008200,82,Census Tract 82,G5020,S,338424,0,+38.8918309,-077.0006040,3172,1440,1732,83.1,241,120,69,221,270,804,472,346,92,218,171,136,12,32.7,481,2708,2691,2389,430,319,2691,1162,1529,76,319,205,114,179.8,3172,2974,198,2974,2557,272,13,0,0,0,0,107,15,18,0,9,30,19,16,0,0,0,0,0,25,198,27,12,121,0,3172,2744,337,52,239,0,25,3172,302,49,134,22,97,2870,2441,248,0,107,0,0,74,0,74,1550,2485,1070,1415,ACS_Demographic_DC_CensusTract_128,0,0
100,11,001,008002,11001008002,80.02,Census Tract 80.02,G5020,S,578960,0,+38.8915403,-076.9827594,3397,1591,1806,88.1,405,184,74,18,152,857,670,353,92,178,273,122,19,35.2,673,2734,2724,2699,512,414,2724,1293,1431,90.4,414,210,204,102.9,3397,3349,48,3349,2569,692,0,0,0,0,0,66,22,36,8,0,0,0,0,0,0,0,0,0,22,48,18,0,8,0,3397,2607,720,0,84,0,34,3397,270,45,72,32,121,3127,2333,692,0,66,0,0,36,0,36,1616,2676,1285,1391,ACS_Demographic_DC_CensusTract_133,0,0
101,11,001,009906,11001009906,99.06,Census Tract 99.06,G5020,S,252684,0,+38.8879464,-076.9359151,1550,605,945,64,110,37,73,118,124,277,245,179,132,103,96,30,26,36.3,317,1316,1233,1204,228,152,1233,495,738,67.1,152,56,96,58.3,1550,1532,18,1532,11,1510,0,0,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,5,18,4,0,0,6,1550,23,1528,14,6,0,5,1550,31,0,0,7,24,1519,5,1490,0,6,0,0,18,0,18,808,1220,488,732,ACS_Demographic_DC_CensusTract_11,0,0
102,11,001,007703,11001007703,77.03,Census Tract 77.03,G5020,S,1017741,1059,+38.8863224,-076.9474550,7050,3539,3511,100.8,558,757,754,618,327,907,983,529,323,436,599,188,71,27.6,2446,4949,4604,4194,1036,858,4604,2010,2594,77.5,858,363,495,73.3,7050,7039,11,7039,0,6615,28,0,0,0,0,44,0,44,0,0,0,0,0,0,0,0,0,0,352,11,11,0,0,0,7050,11,6626,28,44,0,352,7050,466,352,114,0,0,6584,0,6501,28,44,0,0,11,0,11,2443,4429,1879,2550,ACS_Demographic_DC_CensusTract_135,0,0
103,11,001,007708,11001007708,77.08,Census Tract 77.08,G5020,S,745809,129100,+38.8871944,-076.9606349,3055,1381,1674,82.5,337,322,196,100,211,476,259,332,319,212,223,57,11,31.7,883,2200,2172,2020,391,291,2172,828,1344,61.6,291,149,142,104.9,3055,3026,29,3026,0,2923,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,29,3055,0,2952,132,0,0,0,3055,0,0,0,0,0,3055,0,2923,103,0,0,0,29,0,29,1303,2172,828,1344,ACS_Demographic_DC_CensusTract_97,0,0
104,11,001,004901,11001004901,49.01,Census Tract 49.01,G5020,S,271866,0,+38.9113296,-077.0244761,3420,1991,1429,139.3,172,116,95,7,218,1392,717,159,62,138,251,78,15,32.3,390,3037,3030,3027,427,344,3030,1779,1251,142.2,344,161,183,88,3420,3346,74,3346,1923,1130,0,0,0,0,0,106,34,8,9,0,39,7,9,0,0,0,0,0,187,74,19,0,7,9,3420,1954,1158,9,152,0,226,3420,591,194,63,13,321,2829,1563,1091,0,106,0,15,54,34,20,1744,2786,1582,1204,ACS_Demographic_DC_CensusTract_114,0,0
